Sexo	Sección	País de nacimiento	Total
Ambos Sexos	2500101001	Polonia	0
Ambos Sexos	2500101001	Portugal	0
Ambos Sexos	2500101001	Reino Unido	3
Ambos Sexos	2500101001	Rumanía	9
Ambos Sexos	2500101001	Total Europa No Comunitaria	1
Ambos Sexos	2500101001	Rusia	0
Ambos Sexos	2500101001	Ucrania	0
Ambos Sexos	2500101001	Total África	1
Ambos Sexos	2500101001	Argelia	0
Ambos Sexos	2500101001	Marruecos	1
Ambos Sexos	2500101001	Nigeria	0
Ambos Sexos	2500101001	Senegal	0
Ambos Sexos	2500101001	Total América	1
Ambos Sexos	2500101001	Argentina	1
Ambos Sexos	2500101001	Bolivia	0
Ambos Sexos	2500101001	Brasil	0
Ambos Sexos	2500101001	Colombia	0
Ambos Sexos	2500101001	Cuba	0
Ambos Sexos	2500101001	Chile	0
Ambos Sexos	2500101001	Ecuador	0
Ambos Sexos	2500101001	Paraguay	0
Ambos Sexos	2500101001	Perú	0
Ambos Sexos	2500101001	República Dominicana	0
Ambos Sexos	2500101001	Uruguay	0
Ambos Sexos	2500101001	Venezuela	0
Ambos Sexos	2500101001	Total Asia	0
Ambos Sexos	2500101001	China	0
Ambos Sexos	2500101001	Pakistán	0
Ambos Sexos	2500101001	Total Oceanía	0
Ambos Sexos	2500201001	Total Población	588
Ambos Sexos	2500201001	Nacidos en España	511
Ambos Sexos	2500201001	Nacidos en el Extranjero	77
Ambos Sexos	2500201001	Total Unión Europea	49
Ambos Sexos	2500201001	Alemania	4
Ambos Sexos	2500201001	Bulgaria	0
Ambos Sexos	2500201001	Francia	1
Ambos Sexos	2500201001	Italia	2
Ambos Sexos	2500201001	Polonia	0
Ambos Sexos	2500201001	Portugal	0
Ambos Sexos	2500201001	Reino Unido	5
Ambos Sexos	2500201001	Rumanía	29
Ambos Sexos	2500201001	Total Europa No Comunitaria	1
Ambos Sexos	2500201001	Rusia	0
Ambos Sexos	2500201001	Ucrania	1
Ambos Sexos	2500201001	Total África	5
Ambos Sexos	2500201001	Argelia	0
Ambos Sexos	2500201001	Marruecos	2
Ambos Sexos	2500201001	Nigeria	0
Ambos Sexos	2500201001	Senegal	3
Ambos Sexos	2500201001	Total América	20
Ambos Sexos	2500201001	Argentina	1
Ambos Sexos	2500201001	Bolivia	0
Ambos Sexos	2500201001	Brasil	1
Ambos Sexos	2500201001	Colombia	9
Ambos Sexos	2500201001	Cuba	0
Ambos Sexos	2500201001	Chile	0
Ambos Sexos	2500201001	Ecuador	1
Ambos Sexos	2500201001	Paraguay	0
Ambos Sexos	2500201001	Perú	1
Ambos Sexos	2500201001	República Dominicana	5
Ambos Sexos	2500201001	Uruguay	0
Ambos Sexos	2500201001	Venezuela	2
Ambos Sexos	2500201001	Total Asia	2
Ambos Sexos	2500201001	China	1
Ambos Sexos	2500201001	Pakistán	0
Ambos Sexos	2500201001	Total Oceanía	0
Ambos Sexos	2500301001	Total Población	811
Ambos Sexos	2500301001	Nacidos en España	644
Ambos Sexos	2500301001	Nacidos en el Extranjero	167
Ambos Sexos	2500301001	Total Unión Europea	49
Ambos Sexos	2500301001	Alemania	0
Ambos Sexos	2500301001	Bulgaria	3
Ambos Sexos	2500301001	Francia	1
Ambos Sexos	2500301001	Italia	0
Ambos Sexos	2500301001	Polonia	0
Ambos Sexos	2500301001	Portugal	0
Ambos Sexos	2500301001	Reino Unido	2
Ambos Sexos	2500301001	Rumanía	43
Ambos Sexos	2500301001	Total Europa No Comunitaria	5
Ambos Sexos	2500301001	Rusia	0
Ambos Sexos	2500301001	Ucrania	2
Ambos Sexos	2500301001	Total África	63
Ambos Sexos	2500301001	Argelia	2
Ambos Sexos	2500301001	Marruecos	35
Ambos Sexos	2500301001	Nigeria	0
Ambos Sexos	2500301001	Senegal	4
Ambos Sexos	2500301001	Total América	41
Ambos Sexos	2500301001	Argentina	3
Ambos Sexos	2500301001	Bolivia	0
Ambos Sexos	2500301001	Brasil	3
Ambos Sexos	2500301001	Colombia	21
Ambos Sexos	2500301001	Cuba	0
Ambos Sexos	2500301001	Chile	0
Ambos Sexos	2500301001	Ecuador	0
Ambos Sexos	2500301001	Paraguay	0
Ambos Sexos	2500301001	Perú	2
Ambos Sexos	2500301001	República Dominicana	1
Ambos Sexos	2500301001	Uruguay	9
Ambos Sexos	2500301001	Venezuela	0
Ambos Sexos	2500301001	Total Asia	9
Ambos Sexos	2500301001	China	0
Ambos Sexos	2500301001	Pakistán	8
Ambos Sexos	2500301001	Total Oceanía	0
Ambos Sexos	2500301002	Total Población	896
Ambos Sexos	2500301002	Nacidos en España	729
Ambos Sexos	2500301002	Nacidos en el Extranjero	167
Ambos Sexos	2500301002	Total Unión Europea	45
Ambos Sexos	2500301002	Alemania	0
Ambos Sexos	2500301002	Bulgaria	0
Ambos Sexos	2500301002	Francia	2
Ambos Sexos	2500301002	Italia	0
Ambos Sexos	2500301002	Polonia	0
Ambos Sexos	2500301002	Portugal	1
Ambos Sexos	2500301002	Reino Unido	1
Ambos Sexos	2500301002	Rumanía	41
Ambos Sexos	2500301002	Total Europa No Comunitaria	5
Ambos Sexos	2500301002	Rusia	2
Ambos Sexos	2500301002	Ucrania	0
Ambos Sexos	2500301002	Total África	104
Ambos Sexos	2500301002	Argelia	0
Ambos Sexos	2500301002	Marruecos	70
Ambos Sexos	2500301002	Nigeria	0
Ambos Sexos	2500301002	Senegal	4
Ambos Sexos	2500301002	Total América	13
Ambos Sexos	2500301002	Argentina	2
Ambos Sexos	2500301002	Bolivia	2
Ambos Sexos	2500301002	Brasil	1
Ambos Sexos	2500301002	Colombia	7
Ambos Sexos	2500301002	Cuba	0
Ambos Sexos	2500301002	Chile	0
Ambos Sexos	2500301002	Ecuador	0
Ambos Sexos	2500301002	Paraguay	0
Ambos Sexos	2500301002	Perú	0
Ambos Sexos	2500301002	República Dominicana	0
Ambos Sexos	2500301002	Uruguay	0
Ambos Sexos	2500301002	Venezuela	0
Ambos Sexos	2500301002	Total Asia	0
Ambos Sexos	2500301002	China	0
Ambos Sexos	2500301002	Pakistán	0
Ambos Sexos	2500301002	Total Oceanía	0
Ambos Sexos	2500301003	Total Población	2.024
Ambos Sexos	2500301003	Nacidos en España	1.628
Ambos Sexos	2500301003	Nacidos en el Extranjero	396
Ambos Sexos	2500301003	Total Unión Europea	149
Ambos Sexos	2500301003	Alemania	0
Ambos Sexos	2500301003	Bulgaria	0
Ambos Sexos	2500301003	Francia	1
Ambos Sexos	2500301003	Italia	0
Ambos Sexos	2500301003	Polonia	0
Ambos Sexos	2500301003	Portugal	5
Ambos Sexos	2500301003	Reino Unido	0
Ambos Sexos	2500301003	Rumanía	142
Ambos Sexos	2500301003	Total Europa No Comunitaria	32
Ambos Sexos	2500301003	Rusia	4
Ambos Sexos	2500301003	Ucrania	12
Ambos Sexos	2500301003	Total África	119
Ambos Sexos	2500301003	Argelia	0
Ambos Sexos	2500301003	Marruecos	95
Ambos Sexos	2500301003	Nigeria	0
Ambos Sexos	2500301003	Senegal	8
Ambos Sexos	2500301003	Total América	87
Ambos Sexos	2500301003	Argentina	3
Ambos Sexos	2500301003	Bolivia	0
Ambos Sexos	2500301003	Brasil	8
Ambos Sexos	2500301003	Colombia	39
Ambos Sexos	2500301003	Cuba	3
Ambos Sexos	2500301003	Chile	0
Ambos Sexos	2500301003	Ecuador	0
Ambos Sexos	2500301003	Paraguay	1
Ambos Sexos	2500301003	Perú	7
Ambos Sexos	2500301003	República Dominicana	18
Ambos Sexos	2500301003	Uruguay	4
Ambos Sexos	2500301003	Venezuela	0
Ambos Sexos	2500301003	Total Asia	9
Ambos Sexos	2500301003	China	7
Ambos Sexos	2500301003	Pakistán	0
Ambos Sexos	2500301003	Total Oceanía	0
Ambos Sexos	2500301004	Total Población	1.640
Ambos Sexos	2500301004	Nacidos en España	1.420
Ambos Sexos	2500301004	Nacidos en el Extranjero	220
Ambos Sexos	2500301004	Total Unión Europea	95
Ambos Sexos	2500301004	Alemania	3
Ambos Sexos	2500301004	Bulgaria	4
Ambos Sexos	2500301004	Francia	3
Ambos Sexos	2500301004	Italia	1
Ambos Sexos	2500301004	Polonia	0
Ambos Sexos	2500301004	Portugal	1
Ambos Sexos	2500301004	Reino Unido	0
Ambos Sexos	2500301004	Rumanía	81
Ambos Sexos	2500301004	Total Europa No Comunitaria	12
Ambos Sexos	2500301004	Rusia	2
Ambos Sexos	2500301004	Ucrania	3
Ambos Sexos	2500301004	Total África	67
Ambos Sexos	2500301004	Argelia	0
Ambos Sexos	2500301004	Marruecos	59
Ambos Sexos	2500301004	Nigeria	0
Ambos Sexos	2500301004	Senegal	3
Ambos Sexos	2500301004	Total América	41
Ambos Sexos	2500301004	Argentina	3
Ambos Sexos	2500301004	Bolivia	0
Ambos Sexos	2500301004	Brasil	5
Ambos Sexos	2500301004	Colombia	15
Ambos Sexos	2500301004	Cuba	2
Ambos Sexos	2500301004	Chile	2
Ambos Sexos	2500301004	Ecuador	1
Ambos Sexos	2500301004	Paraguay	0
Ambos Sexos	2500301004	Perú	1
Ambos Sexos	2500301004	República Dominicana	3
Ambos Sexos	2500301004	Uruguay	4
Ambos Sexos	2500301004	Venezuela	1
Ambos Sexos	2500301004	Total Asia	5
Ambos Sexos	2500301004	China	5
Ambos Sexos	2500301004	Pakistán	0
Ambos Sexos	2500301004	Total Oceanía	0
Ambos Sexos	2500401001	Total Población	819
Ambos Sexos	2500401001	Nacidos en España	670
Ambos Sexos	2500401001	Nacidos en el Extranjero	149
Ambos Sexos	2500401001	Total Unión Europea	103
Ambos Sexos	2500401001	Alemania	0
Ambos Sexos	2500401001	Bulgaria	0
Ambos Sexos	2500401001	Francia	5
Ambos Sexos	2500401001	Italia	0
Ambos Sexos	2500401001	Polonia	0
Ambos Sexos	2500401001	Portugal	7
Ambos Sexos	2500401001	Reino Unido	1
Ambos Sexos	2500401001	Rumanía	85
Ambos Sexos	2500401001	Total Europa No Comunitaria	1
Ambos Sexos	2500401001	Rusia	0
Ambos Sexos	2500401001	Ucrania	1
Ambos Sexos	2500401001	Total África	24
Ambos Sexos	2500401001	Argelia	11
Ambos Sexos	2500401001	Marruecos	10
Ambos Sexos	2500401001	Nigeria	0
Ambos Sexos	2500401001	Senegal	0
Ambos Sexos	2500401001	Total América	18
Ambos Sexos	2500401001	Argentina	0
Ambos Sexos	2500401001	Bolivia	1
Ambos Sexos	2500401001	Brasil	2
Ambos Sexos	2500401001	Colombia	0
Ambos Sexos	2500401001	Cuba	0
Ambos Sexos	2500401001	Chile	0
Ambos Sexos	2500401001	Ecuador	0
Ambos Sexos	2500401001	Paraguay	0
Ambos Sexos	2500401001	Perú	1
Ambos Sexos	2500401001	República Dominicana	5
Ambos Sexos	2500401001	Uruguay	0
Ambos Sexos	2500401001	Venezuela	8
Ambos Sexos	2500401001	Total Asia	3
Ambos Sexos	2500401001	China	0
Ambos Sexos	2500401001	Pakistán	0
Ambos Sexos	2500401001	Total Oceanía	0
Ambos Sexos	2500501001	Total Población	329
Ambos Sexos	2500501001	Nacidos en España	296
Ambos Sexos	2500501001	Nacidos en el Extranjero	33
Ambos Sexos	2500501001	Total Unión Europea	5
Ambos Sexos	2500501001	Alemania	1
Ambos Sexos	2500501001	Bulgaria	0
Ambos Sexos	2500501001	Francia	0
Ambos Sexos	2500501001	Italia	0
Ambos Sexos	2500501001	Polonia	0
Ambos Sexos	2500501001	Portugal	4
Ambos Sexos	2500501001	Reino Unido	0
Ambos Sexos	2500501001	Rumanía	0
Ambos Sexos	2500501001	Total Europa No Comunitaria	19
Ambos Sexos	2500501001	Rusia	0
Ambos Sexos	2500501001	Ucrania	0
Ambos Sexos	2500501001	Total África	0
Ambos Sexos	2500501001	Argelia	0
Ambos Sexos	2500501001	Marruecos	0
Ambos Sexos	2500501001	Nigeria	0
Ambos Sexos	2500501001	Senegal	0
Ambos Sexos	2500501001	Total América	9
Ambos Sexos	2500501001	Argentina	0
Ambos Sexos	2500501001	Bolivia	2
Ambos Sexos	2500501001	Brasil	0
Ambos Sexos	2500501001	Colombia	4
Ambos Sexos	2500501001	Cuba	0
Ambos Sexos	2500501001	Chile	0
Ambos Sexos	2500501001	Ecuador	0
Ambos Sexos	2500501001	Paraguay	1
Ambos Sexos	2500501001	Perú	1
Ambos Sexos	2500501001	República Dominicana	0
Ambos Sexos	2500501001	Uruguay	0
Ambos Sexos	2500501001	Venezuela	0
Ambos Sexos	2500501001	Total Asia	0
Ambos Sexos	2500501001	China	0
Ambos Sexos	2500501001	Pakistán	0
Ambos Sexos	2500501001	Total Oceanía	0
Ambos Sexos	2500601001	Total Población	369
Ambos Sexos	2500601001	Nacidos en España	359
Ambos Sexos	2500601001	Nacidos en el Extranjero	10
Ambos Sexos	2500601001	Total Unión Europea	6
Ambos Sexos	2500601001	Alemania	0
Ambos Sexos	2500601001	Bulgaria	0
Ambos Sexos	2500601001	Francia	1
Ambos Sexos	2500601001	Italia	0
Ambos Sexos	2500601001	Polonia	0
Ambos Sexos	2500601001	Portugal	0
Ambos Sexos	2500601001	Reino Unido	0
Ambos Sexos	2500601001	Rumanía	5
Ambos Sexos	2500601001	Total Europa No Comunitaria	0
Ambos Sexos	2500601001	Rusia	0
Ambos Sexos	2500601001	Ucrania	0
Ambos Sexos	2500601001	Total África	3
Ambos Sexos	2500601001	Argelia	0
Ambos Sexos	2500601001	Marruecos	3
Ambos Sexos	2500601001	Nigeria	0
Ambos Sexos	2500601001	Senegal	0
Ambos Sexos	2500601001	Total América	1
Ambos Sexos	2500601001	Argentina	0
Ambos Sexos	2500601001	Bolivia	0
Ambos Sexos	2500601001	Brasil	0
Ambos Sexos	2500601001	Colombia	0
Ambos Sexos	2500601001	Cuba	0
Ambos Sexos	2500601001	Chile	0
Ambos Sexos	2500601001	Ecuador	0
Ambos Sexos	2500601001	Paraguay	0
Ambos Sexos	2500601001	Perú	0
Ambos Sexos	2500601001	República Dominicana	0
Ambos Sexos	2500601001	Uruguay	0
Ambos Sexos	2500601001	Venezuela	0
Ambos Sexos	2500601001	Total Asia	0
Ambos Sexos	2500601001	China	0
Ambos Sexos	2500601001	Pakistán	0
Ambos Sexos	2500601001	Total Oceanía	0
Ambos Sexos	2500701001	Total Población	2.221
Ambos Sexos	2500701001	Nacidos en España	1.742
Ambos Sexos	2500701001	Nacidos en el Extranjero	479
Ambos Sexos	2500701001	Total Unión Europea	296
Ambos Sexos	2500701001	Alemania	1
Ambos Sexos	2500701001	Bulgaria	0
Ambos Sexos	2500701001	Francia	1
Ambos Sexos	2500701001	Italia	0
Ambos Sexos	2500701001	Polonia	21
Ambos Sexos	2500701001	Portugal	1
Ambos Sexos	2500701001	Reino Unido	1
Ambos Sexos	2500701001	Rumanía	268
Ambos Sexos	2500701001	Total Europa No Comunitaria	10
Ambos Sexos	2500701001	Rusia	5
Ambos Sexos	2500701001	Ucrania	2
Ambos Sexos	2500701001	Total África	96
Ambos Sexos	2500701001	Argelia	11
Ambos Sexos	2500701001	Marruecos	63
Ambos Sexos	2500701001	Nigeria	0
Ambos Sexos	2500701001	Senegal	2
Ambos Sexos	2500701001	Total América	74
Ambos Sexos	2500701001	Argentina	11
Ambos Sexos	2500701001	Bolivia	3
Ambos Sexos	2500701001	Brasil	1
Ambos Sexos	2500701001	Colombia	44
Ambos Sexos	2500701001	Cuba	0
Ambos Sexos	2500701001	Chile	0
Ambos Sexos	2500701001	Ecuador	6
Ambos Sexos	2500701001	Paraguay	1
Ambos Sexos	2500701001	Perú	3
Ambos Sexos	2500701001	República Dominicana	0
Ambos Sexos	2500701001	Uruguay	1
Ambos Sexos	2500701001	Venezuela	4
Ambos Sexos	2500701001	Total Asia	3
Ambos Sexos	2500701001	China	2
Ambos Sexos	2500701001	Pakistán	1
Ambos Sexos	2500701001	Total Oceanía	0
Ambos Sexos	2500801001	Total Población	1.556
Ambos Sexos	2500801001	Nacidos en España	1.299
Ambos Sexos	2500801001	Nacidos en el Extranjero	257
Ambos Sexos	2500801001	Total Unión Europea	118
Ambos Sexos	2500801001	Alemania	0
Ambos Sexos	2500801001	Bulgaria	7
Ambos Sexos	2500801001	Francia	1
Ambos Sexos	2500801001	Italia	1
Ambos Sexos	2500801001	Polonia	1
Ambos Sexos	2500801001	Portugal	1
Ambos Sexos	2500801001	Reino Unido	0
Ambos Sexos	2500801001	Rumanía	107
Ambos Sexos	2500801001	Total Europa No Comunitaria	7
Ambos Sexos	2500801001	Rusia	0
Ambos Sexos	2500801001	Ucrania	4
Ambos Sexos	2500801001	Total África	119
Ambos Sexos	2500801001	Argelia	4
Ambos Sexos	2500801001	Marruecos	11
Ambos Sexos	2500801001	Nigeria	0
Ambos Sexos	2500801001	Senegal	35
Ambos Sexos	2500801001	Total América	13
Ambos Sexos	2500801001	Argentina	4
Ambos Sexos	2500801001	Bolivia	1
Ambos Sexos	2500801001	Brasil	1
Ambos Sexos	2500801001	Colombia	3
Ambos Sexos	2500801001	Cuba	0
Ambos Sexos	2500801001	Chile	0
Ambos Sexos	2500801001	Ecuador	0
Ambos Sexos	2500801001	Paraguay	0
Ambos Sexos	2500801001	Perú	1
Ambos Sexos	2500801001	República Dominicana	1
Ambos Sexos	2500801001	Uruguay	0
Ambos Sexos	2500801001	Venezuela	1
Ambos Sexos	2500801001	Total Asia	0
Ambos Sexos	2500801001	China	0
Ambos Sexos	2500801001	Pakistán	0
Ambos Sexos	2500801001	Total Oceanía	0
Ambos Sexos	2500901001	Total Población	764
Ambos Sexos	2500901001	Nacidos en España	706
Ambos Sexos	2500901001	Nacidos en el Extranjero	58
Ambos Sexos	2500901001	Total Unión Europea	22
Ambos Sexos	2500901001	Alemania	1
Ambos Sexos	2500901001	Bulgaria	0
Ambos Sexos	2500901001	Francia	0
Ambos Sexos	2500901001	Italia	0
Ambos Sexos	2500901001	Polonia	0
Ambos Sexos	2500901001	Portugal	1
Ambos Sexos	2500901001	Reino Unido	0
Ambos Sexos	2500901001	Rumanía	20
Ambos Sexos	2500901001	Total Europa No Comunitaria	1
Ambos Sexos	2500901001	Rusia	0
Ambos Sexos	2500901001	Ucrania	0
Ambos Sexos	2500901001	Total África	31
Ambos Sexos	2500901001	Argelia	0
Ambos Sexos	2500901001	Marruecos	30
Ambos Sexos	2500901001	Nigeria	0
Ambos Sexos	2500901001	Senegal	0
Ambos Sexos	2500901001	Total América	4
Ambos Sexos	2500901001	Argentina	1
Ambos Sexos	2500901001	Bolivia	0
Ambos Sexos	2500901001	Brasil	1
Ambos Sexos	2500901001	Colombia	1
Ambos Sexos	2500901001	Cuba	0
Ambos Sexos	2500901001	Chile	0
Ambos Sexos	2500901001	Ecuador	0
Ambos Sexos	2500901001	Paraguay	0
Ambos Sexos	2500901001	Perú	0
Ambos Sexos	2500901001	República Dominicana	0
Ambos Sexos	2500901001	Uruguay	0
Ambos Sexos	2500901001	Venezuela	0
Ambos Sexos	2500901001	Total Asia	0
Ambos Sexos	2500901001	China	0
Ambos Sexos	2500901001	Pakistán	0
Ambos Sexos	2500901001	Total Oceanía	0
Ambos Sexos	2501001001	Total Población	235
Ambos Sexos	2501001001	Nacidos en España	231
Ambos Sexos	2501001001	Nacidos en el Extranjero	4
Ambos Sexos	2501001001	Total Unión Europea	1
Ambos Sexos	2501001001	Alemania	0
Ambos Sexos	2501001001	Bulgaria	0
Ambos Sexos	2501001001	Francia	0
Ambos Sexos	2501001001	Italia	1
Ambos Sexos	2501001001	Polonia	0
Ambos Sexos	2501001001	Portugal	0
Ambos Sexos	2501001001	Reino Unido	0
Ambos Sexos	2501001001	Rumanía	0
Ambos Sexos	2501001001	Total Europa No Comunitaria	0
Ambos Sexos	2501001001	Rusia	0
Ambos Sexos	2501001001	Ucrania	0
Ambos Sexos	2501001001	Total África	1
Ambos Sexos	2501001001	Argelia	0
Ambos Sexos	2501001001	Marruecos	0
Ambos Sexos	2501001001	Nigeria	0
Ambos Sexos	2501001001	Senegal	1
Ambos Sexos	2501001001	Total América	2
Ambos Sexos	2501001001	Argentina	0
Ambos Sexos	2501001001	Bolivia	0
Ambos Sexos	2501001001	Brasil	0
Ambos Sexos	2501001001	Colombia	1
Ambos Sexos	2501001001	Cuba	0
Ambos Sexos	2501001001	Chile	0
Ambos Sexos	2501001001	Ecuador	1
Ambos Sexos	2501001001	Paraguay	0
Ambos Sexos	2501001001	Perú	0
Ambos Sexos	2501001001	República Dominicana	0
Ambos Sexos	2501001001	Uruguay	0
Ambos Sexos	2501001001	Venezuela	0
Ambos Sexos	2501001001	Total Asia	0
Ambos Sexos	2501001001	China	0
Ambos Sexos	2501001001	Pakistán	0
Ambos Sexos	2501001001	Total Oceanía	0
Ambos Sexos	2501101001	Total Población	2.729
Ambos Sexos	2501101001	Nacidos en España	2.014
Ambos Sexos	2501101001	Nacidos en el Extranjero	715
Ambos Sexos	2501101001	Total Unión Europea	350
Ambos Sexos	2501101001	Alemania	0
Ambos Sexos	2501101001	Bulgaria	33
Ambos Sexos	2501101001	Francia	4
Ambos Sexos	2501101001	Italia	5
Ambos Sexos	2501101001	Polonia	11
Ambos Sexos	2501101001	Portugal	4
Ambos Sexos	2501101001	Reino Unido	0
Ambos Sexos	2501101001	Rumanía	286
Ambos Sexos	2501101001	Total Europa No Comunitaria	15
Ambos Sexos	2501101001	Rusia	3
Ambos Sexos	2501101001	Ucrania	4
Ambos Sexos	2501101001	Total África	233
Ambos Sexos	2501101001	Argelia	7
Ambos Sexos	2501101001	Marruecos	87
Ambos Sexos	2501101001	Nigeria	0
Ambos Sexos	2501101001	Senegal	34
Ambos Sexos	2501101001	Total América	106
Ambos Sexos	2501101001	Argentina	3
Ambos Sexos	2501101001	Bolivia	7
Ambos Sexos	2501101001	Brasil	8
Ambos Sexos	2501101001	Colombia	55
Ambos Sexos	2501101001	Cuba	0
Ambos Sexos	2501101001	Chile	2
Ambos Sexos	2501101001	Ecuador	14
Ambos Sexos	2501101001	Paraguay	1
Ambos Sexos	2501101001	Perú	0
Ambos Sexos	2501101001	República Dominicana	6
Ambos Sexos	2501101001	Uruguay	3
Ambos Sexos	2501101001	Venezuela	4
Ambos Sexos	2501101001	Total Asia	10
Ambos Sexos	2501101001	China	9
Ambos Sexos	2501101001	Pakistán	1
Ambos Sexos	2501101001	Total Oceanía	1
Ambos Sexos	2501101002	Total Población	2.674
Ambos Sexos	2501101002	Nacidos en España	1.834
Ambos Sexos	2501101002	Nacidos en el Extranjero	840
Ambos Sexos	2501101002	Total Unión Europea	465
Ambos Sexos	2501101002	Alemania	3
Ambos Sexos	2501101002	Bulgaria	23
Ambos Sexos	2501101002	Francia	5
Ambos Sexos	2501101002	Italia	2
Ambos Sexos	2501101002	Polonia	30
Ambos Sexos	2501101002	Portugal	4
Ambos Sexos	2501101002	Reino Unido	1
Ambos Sexos	2501101002	Rumanía	390
Ambos Sexos	2501101002	Total Europa No Comunitaria	11
Ambos Sexos	2501101002	Rusia	9
Ambos Sexos	2501101002	Ucrania	1
Ambos Sexos	2501101002	Total África	262
Ambos Sexos	2501101002	Argelia	11
Ambos Sexos	2501101002	Marruecos	124
Ambos Sexos	2501101002	Nigeria	0
Ambos Sexos	2501101002	Senegal	30
Ambos Sexos	2501101002	Total América	92
Ambos Sexos	2501101002	Argentina	7
Ambos Sexos	2501101002	Bolivia	1
Ambos Sexos	2501101002	Brasil	6
Ambos Sexos	2501101002	Colombia	58
Ambos Sexos	2501101002	Cuba	1
Ambos Sexos	2501101002	Chile	0
Ambos Sexos	2501101002	Ecuador	5
Ambos Sexos	2501101002	Paraguay	0
Ambos Sexos	2501101002	Perú	4
Ambos Sexos	2501101002	República Dominicana	1
Ambos Sexos	2501101002	Uruguay	1
Ambos Sexos	2501101002	Venezuela	6
Ambos Sexos	2501101002	Total Asia	10
Ambos Sexos	2501101002	China	2
Ambos Sexos	2501101002	Pakistán	5
Ambos Sexos	2501101002	Total Oceanía	0
Ambos Sexos	2501101003	Total Población	1.805
Ambos Sexos	2501101003	Nacidos en España	1.227
Ambos Sexos	2501101003	Nacidos en el Extranjero	578
Ambos Sexos	2501101003	Total Unión Europea	236
Ambos Sexos	2501101003	Alemania	2
Ambos Sexos	2501101003	Bulgaria	19
Ambos Sexos	2501101003	Francia	4
Ambos Sexos	2501101003	Italia	0
Ambos Sexos	2501101003	Polonia	4
Ambos Sexos	2501101003	Portugal	2
Ambos Sexos	2501101003	Reino Unido	0
Ambos Sexos	2501101003	Rumanía	202
Ambos Sexos	2501101003	Total Europa No Comunitaria	10
Ambos Sexos	2501101003	Rusia	3
Ambos Sexos	2501101003	Ucrania	2
Ambos Sexos	2501101003	Total África	273
Ambos Sexos	2501101003	Argelia	7
Ambos Sexos	2501101003	Marruecos	136
Ambos Sexos	2501101003	Nigeria	0
Ambos Sexos	2501101003	Senegal	11
Ambos Sexos	2501101003	Total América	59
Ambos Sexos	2501101003	Argentina	3
Ambos Sexos	2501101003	Bolivia	4
Ambos Sexos	2501101003	Brasil	2
Ambos Sexos	2501101003	Colombia	32
Ambos Sexos	2501101003	Cuba	0
Ambos Sexos	2501101003	Chile	0
Ambos Sexos	2501101003	Ecuador	3
Ambos Sexos	2501101003	Paraguay	0
Ambos Sexos	2501101003	Perú	7
Ambos Sexos	2501101003	República Dominicana	2
Ambos Sexos	2501101003	Uruguay	1
Ambos Sexos	2501101003	Venezuela	0
Ambos Sexos	2501101003	Total Asia	0
Ambos Sexos	2501101003	China	0
Ambos Sexos	2501101003	Pakistán	0
Ambos Sexos	2501101003	Total Oceanía	0
Ambos Sexos	2501101004	Total Población	2.306
Ambos Sexos	2501101004	Nacidos en España	1.687
